SEGMENT,ITP_REGION,ERP_SYSTEM,CONSOLIDATED_COMPANY_NAME,CONSOLIDATED_COMPANY_CODE,ERP_COMPANY_CODE,ERP_PLANT_CODE,ACCOUNTING_FACILITY_CODE,RECEIVING_FACILITY_CODE,RECEIVING_FACILITY_DESCRIPTION,SUPPLIER_CODE,SUPPLIER_NAME,SUPPLIER_INV_DATE,SUPPLIER_SHIP_DATE,SUPPLIER_INV_NUMBER,CAT_DOCUMENT_NO,DOCUMENT_CURR,AMOUNT_DOCUMENT_CURR,AMOUNT_USD_LINE,AMOUNT_USD_HEADER_VAT,AMOUNT_USD_HEADER,INV_RECEIPT_DATE,SCANNING_BARCODE,ENTRY_DATE,POSTING_DATE,PAYMENT_DATE,PAYMENT_TERMS,DUE_DATE,DUE_DATE_ERP,PO_NUMBER,DOCUMENT_TYPE,STATUS,TYPE_OF_VENDOR,TRANSACTION_CODE,USER_ID,GRIEF_CREATION_DATE,GRIEF_APPROVAL_DATE,GRIEF_CLOSURE_DATE_HEADER,GRIEF_CLOSURE_DATE_LINE,GRIEF_AGEING,GRANULAR_GRIEF_TYPE,CONSOLIDATED_GRIEF_TYPE,GRIEF_OWNER,GRIEF_ESCALATION,FREIGHT_TYPE,DESTINATION_CITY,DESTINATION_STATE,XPDT_LOAD_AUTH_ID,SECONDARY_CARRIER_PRO_NUMBER,ORIGIN_CITY,ORIGIN_STATE,METHOD_OF_ENTRY,LINE_ITEM_NUMBER,MD5_HASH,ETL_CREATED_DATE,ETL_CDC_DATE
,Japan,CFPS,,,1,66,DQ,66,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,25-05-2021,25-05-2021,6083707795,202105256083707795    DQ0090 ,USD,7.08,7.08,7.08,7.08,31-05-2021,,03-06-2021,08-06-2021,28-07-2021,60,30-07-2021,30-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,03-06-2021,03-06-2021,,,,,,outbound,HOUSTON                  ,TX,          ,608370779,YOKOHAMA-SHI             ,  ,,,048f95ad0ea6dd4b679be94ad9b5c44d,28:20.4,28:20.4
,North America,CFPS,,,1,XA,1,XA,,8496,UNITED PARCEL SERVICE              ,27-05-2021,27-05-2021,3.22E+12,202105273215552310605 018496 ,USD,7.08,7.08,7.08,7.08,06-06-2021,,06-06-2021,11-06-2021,03-08-2021,60,05-08-2021,05-08-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,492,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,3dce321d0a34c09ab03c00b28008f849,28:20.4,28:20.4
,North America,CFPS,,,1,XB,1,XB,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,14-03-2022,14-03-2022,5011594291,202203145011594291    010090 ,USD,27.75,27.75,27.75,27.75,24-03-2022,,06-04-2022,11-04-2022,0000-12-30,60,23-05-2022,23-05-2022,,V ,Open,,,Z1FP4065,01-01-1900,01-01-1900,06-04-2022,06-04-2022,,,,,,outbound,MESA                     ,AZ,          ,501159429,SHANGHAI                 ,  ,,,5baec7c9f32fc866d0dc84b6e0e82287,28:20.4,28:20.4
,North America,CFPS,,,1,GT,GT,GT,,2687A,CON-WAY FREIGHT                    ,25-02-2022,25-02-2022,211703715,20220225211703715     GT2687A,USD,1.16,1.16,1.16,1.16,11-03-2022,,24-03-2022,29-03-2022,0000-12-30,60,10-05-2022,10-05-2022,,A ,Open,,,Z1FP4065,01-01-1900,01-01-1900,24-03-2022,24-03-2022,,,,,,Inbound,JOLIET                   ,IL,868961,211703715,CHAMPAIGN                ,IL,,,a093cb372b858fa3a3e09872f939e6a2,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,3349,XPO LOGISTICS                      ,28-10-2021,28-10-2021,321383019,20211028321383019     SE3349 ,USD,31920,31920,31920,31920,08-12-2021,,06-01-2022,11-01-2022,04-02-2022,60,06-02-2022,06-02-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,06-01-2022,06-01-2022,,,,,,Inbound,VICTORIA                 ,TX,          ,              ,HOUSTON                  ,TX,,,fe30aa8a9c593ae539d69112ab9bb165,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,4841,ESTES EXPRESS LINES                ,19-08-2020,19-08-2020,382480238,20200819382480238     404841 ,USD,21,21,21,21,31-08-2020,,09-09-2020,14-09-2020,28-10-2020,60,30-10-2020,30-10-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-09-2020,09-09-2020,,,,,,Inbound,SEGUIN                   ,TX,286    286,480238,DECATUR                  ,TN,,,7f1d801f7937d1e36b2039867b1a0459,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,2687A,CON-WAY FREIGHT                    ,29-06-2020,29-06-2020,922927703,20200629922927703     882687A,USD,14.2,14.2,14.2,14.2,10-07-2020,,15-07-2020,20-07-2020,08-09-2020,60,08-09-2020,08-09-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,15-07-2020,15-07-2020,,,,,,Inbound,LAFAYETTE                ,IN,441    441,922927703,PEORIA                   ,IL,,,afa694f1c2b72176fed779dbc06099e9,28:20.4,28:20.4
,North America,CFPS,,,1,IS,1,IS,,4982,FORE TRANSPORTATION                ,18-02-2020,18-02-2020,615265,20200218615265        014982 ,USD,8.42,8.42,8.42,8.42,20-02-2020,,09-03-2020,12-03-2020,20-04-2020,60,20-04-2020,20-04-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-03-2020,09-03-2020,,,,,,outbound,BEDFORD PARK             ,IL,MSKMSKUMSK,630806,JOLIET                   ,IL,,,6050ec4fc1855c628aa3d046243bf308,28:20.4,28:20.4
,North America,CFPS,,,1,R6,1,R6,,4984,"EVANS TRANSPORTATION SERVICES, INC ",31-03-2020,31-03-2020,D392735       ,20200331D392735       014984 ,USD,12.04,12.04,12.04,12.04,03-04-2020,,30-04-2020,05-05-2020,01-06-2020,60,02-06-2020,02-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-04-2020,30-04-2020,,,,,,Inbound,CLAYTON                  ,OH,          ,14888986941,CLIFTON SPRINGS          ,NY,,,74b0fb1fe8323ae53924d6f2c29cd496,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,4841,ESTES EXPRESS LINES                ,13-04-2020,13-04-2020,771041281,20200413771041281     684841 ,USD,735,735,735,735,20-04-2020,,28-04-2020,01-05-2020,17-06-2020,60,19-06-2020,19-06-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,28-04-2020,28-04-2020,,,,,,outbound,SOUTHERN PINES           ,NC,N/A    N/A,41281,CORINTH                  ,MS,,,ec4776e9c7555b260b8d5b65c4f97e5c,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,2687A,CON-WAY FREIGHT                    ,27-07-2021,27-07-2021,611022705,20210727611022705     402687A,USD,30.68,30.68,30.68,30.68,12-08-2021,,17-08-2021,20-08-2021,12-10-2021,60,11-10-2021,11-10-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-08-2021,17-08-2021,,,,,,Inbound,SEGUIN                   ,TX,12222589,611022705,ROCHESTER HILLS          ,MI,,,46c703e0b2b0c70d14dc97b0cd63a057,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,UJ,UJ,,2687A,CON-WAY FREIGHT                    ,07-05-2021,07-05-2021,563855342,20210507563855342     UJ2687A,USD,122.36,122.36,122.36,122.36,24-05-2021,,27-05-2021,02-06-2021,21-07-2021,60,23-07-2021,23-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-05-2021,27-05-2021,,,,,,Inbound,NORTH LITTLE ROCK        ,AR,          ,563855342,CAROL STREAM             ,IL,,,d622b322f15beb5d242cdb217f6d8222,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,4984,"EVANS TRANSPORTATION SERVICES, INC ",08-11-2021,08-11-2021,F241298       ,20211108F241298       014984 ,USD,12.97,12.97,12.97,12.97,18-11-2021,,23-11-2021,07-12-2021,18-01-2022,60,17-01-2022,17-01-2022,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,02-12-2021,02-12-2021,,,,,,Inbound,PLYMOUTH                 ,MN,          ,15006994873,BARTONVILLE              ,IL,,,b035125eb38badedb0d891213cfdff0b,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,5949,"ROYAL EXPRESS, INC                 ",01-12-2021,01-12-2021,334620,20211201334620        135949 ,USD,457.47,457.47,457.47,457.47,10-12-2021,,03-01-2022,06-01-2022,07-02-2022,60,08-02-2022,08-02-2022,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,03-01-2022,03-01-2022,,,,,,Inbound,DECATUR                  ,IL,14215084,CM33521       ,CIUDAD ACUNA             ,CU,,,41bd48d92af669d1743e59310b213324,28:20.4,28:20.4
,North America,CFPS,,,1,DV,DV,DV,,2687A,CON-WAY FREIGHT                    ,23-03-2020,23-03-2020,668090743,20200323668090743     DV2687A,USD,6222.88,6222.88,6222.88,6222.88,06-04-2020,,20-04-2020,23-04-2020,03-06-2020,60,05-06-2020,05-06-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-04-2020,20-04-2020,,,,,,Inbound,BOONVILLE                ,MO,          ,668090743,LA PORTE                 ,TX,,,72e2bd14ee86773036d136ea073f004a,28:20.4,28:20.4
,North America,CFPS,,,1,1,1,1,,4374,DHL EXPRESS INC                    ,25-03-2020,25-03-2020,2933497792,202003252933497792    014374 ,USD,26.25,26.25,26.25,26.25,02-04-2020,,07-04-2020,13-04-2020,01-06-2020,60,01-06-2020,01-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,07-04-2020,07-04-2020,,,,,,outbound,TULLAMARINE              ,VI,          ,293349779,PEORIA                   ,IL,,,0e785e7e14f77b0b05cb8e0934c1b28e,28:20.4,28:20.4
,North America,CFPS,,,1,XB,1,XB,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,23-04-2021,23-04-2021,5012585512,202104235012585512    010090 ,USD,557.72,557.72,557.72,557.72,04-05-2021,,17-05-2021,20-05-2021,01-07-2021,60,03-07-2021,03-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-05-2021,17-05-2021,,,,,,outbound,BIRMINGHAM               ,AL,          ,501258551,SHANGHAI                 ,  ,,,b0989ac723e6db38ea5ea9bc87005262,28:20.4,28:20.4
,North America,CFPS,,,1,JQ,JQ,JQ,,8763,"VALDIVIA ENTERPRISES, INC.         ",03-09-2021,03-09-2021,1812357,202109031812357       JQ8763 ,USD,4860.01,4860.01,4860.01,4860.01,28-09-2021,,29-10-2021,03-11-2021,29-11-2021,60,27-11-2021,27-11-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,29-10-2021,29-10-2021,,,,,,Inbound,ATHENS                   ,GA,          ,77900530921,DAVENPORT                ,IA,,,77b1e9585be3ce69af86d7abbfd979a5,28:20.4,28:20.4
,Asia,CFPS,,,1,29,1,29,,8496,UNITED PARCEL SERVICE              ,01-03-2021,01-03-2021,2AW4651010306 ,202103012AW4651010306 018496 ,USD,194.92,194.92,194.92,194.92,07-03-2021,,07-03-2021,12-03-2021,04-05-2021,60,06-05-2021,06-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,583,,,,,Inbound,                         ,  ,          ,              ,                         ,  ,,,e010a1d285ca6462d297105145178dbf,28:20.4,28:20.4
,North America,CFPS,,,1,L5,1,L5,,4051,D/C TRANSPORT INC                  ,21-12-2020,21-12-2020,EGV0210418    ,20201221EGV0210418    014051 ,USD,13086.25,13086.25,13086.25,13086.25,22-12-2020,,14-01-2021,20-01-2021,18-02-2021,60,20-02-2021,20-02-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-01-2021,14-01-2021,,,,,,Inbound,GOODFIELD                ,IL,927    927,210418,ELK GROVE VILLAGE        ,IL,,,7ea34fd498ffb2a4c29daf296813a608,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,1,UJ,,3190,BENNETT MOTOR EXPRESS INC C/O      ,04-08-2020,04-08-2020,652430200,20200804652430200     013190 ,USD,10620.43,10620.43,10620.43,10620.43,17-09-2020,,22-09-2020,25-09-2020,29-09-2020,60,16-11-2020,16-11-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,22-09-2020,22-09-2020,,,,,,outbound,SAN DIEGO                ,CA,805    805,652430200,NORTH LITTLE ROCK        ,AR,,,449fde281fd8a6337c71a44dd97bbe95,28:20.4,28:20.4
,North America,CFPS,,,1,PE,PE,PE,,3674,CENTRAL TRANSPORT INTL INC         ,22-03-2021,22-03-2021,14908382238,2021032214908382238   PE3674 ,USD,345.2,345.2,345.2,345.2,30-03-2021,,13-04-2021,16-04-2021,01-06-2021,60,29-05-2021,29-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-04-2021,13-04-2021,,,,,,Inbound,WEST FARGO               ,ND,190    190,272363,WINSTON SALEM            ,NC,,,4c5475dbad7686ab3aae984241aa9437,28:20.4,28:20.4
,North America,CFPS,,,1,1M,R2,1M,,2687A,CON-WAY FREIGHT                    ,29-04-2021,29-04-2021,707293440,20210429707293440     R22687A,USD,45.96,45.96,45.96,45.96,13-05-2021,,18-05-2021,21-05-2021,12-07-2021,60,12-07-2021,12-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-05-2021,18-05-2021,,,,,,Inbound,WACO                     ,TX,-18PTLZ-18,707293440,SPRINGDALE               ,AR,,,1f855f5e15cba647e3e1548d160e23e3,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,16-11-2021,16-11-2021,3504760479,202111163504760479    010090 ,USD,40.41,40.41,40.41,40.41,29-11-2021,,10-12-2021,15-12-2021,26-01-2022,60,28-01-2022,28-01-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-12-2021,10-12-2021,,,,,,outbound,CLIFTON PARK             ,NY,          ,350476047,GRIMBERGEN               ,  ,,,891d85c3083df39b9aa237b175ef11c9,28:20.4,28:20.4
,North America,CFPS,,,1,LE,LE,LE,,4841,ESTES EXPRESS LINES                ,18-11-2021,18-11-2021,1078026542,202111181078026542    LE4841 ,USD,180.3,180.3,180.3,180.3,16-12-2021,,27-12-2021,30-12-2021,14-02-2022,60,14-02-2022,14-02-2022,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-12-2021,27-12-2021,,,,,,Inbound,GRIFFIN                  ,GA,          ,26542,NAPLES                   ,FL,,,d10584e1ee6f89e42bc8eba4370f94fe,28:20.4,28:20.4
,North America,CFPS,,,1,CZ,CZ,CZ,,495,CEVA INTERNATIONAL INC             ,06-11-2021,06-11-2021,ORD211386953  ,20211106ORD211386953  CZ0495 ,USD,675.2,675.2,675.2,675.2,05-11-2021,,23-11-2021,30-11-2021,30-12-2021,60,04-01-2022,04-01-2022,,M ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-11-2021,23-11-2021,,,,,,outbound,THIRUVALLUR              ,TN,          ,ORD21138695   ,JOLIET                   ,IL,,,fe8763ee7e114297c499dbe5cbcab92b,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,15-07-2021,15-07-2021,ALX218070735  ,20210715ALX218070735  ZQ0265 ,USD,15.18,15.18,15.18,15.18,20-07-2021,,10-08-2021,13-08-2021,16-09-2021,60,18-09-2021,18-09-2021,,O ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-08-2021,10-08-2021,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX21807073   ,MIAMI LAKES              ,FL,,,4ff79fbf220f2f0b588c05cd60865647,28:20.4,28:20.4
,North America,CFPS,,,1,56,1,56,,8496,UNITED PARCEL SERVICE              ,25-03-2021,25-03-2021,FA15331310327 ,20210325FA15331310327 018496 ,USD,0.27,0.27,0.27,0.27,28-03-2021,,28-03-2021,05-04-2021,25-05-2021,60,27-05-2021,27-05-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,562,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,ecfaaff3e5013caf65c1b09d5e3df9c5,28:20.4,28:20.4
,North America,CFPS,,,1,56,1,56,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,15-08-2021,15-08-2021,S188560       ,20210815S188560       010055 ,USD,54.08,54.08,54.08,54.08,01-12-2021,,15-12-2021,20-12-2021,22-12-2021,60,30-01-2022,30-01-2022,,H ,Cleared,,,CASS    ,01-01-1900,01-01-1900,15-12-2021,15-12-2021,,,,,,Inbound,MIAMI LAKES              ,FL,          ,S18856        ,GENEVA                   ,GE,,,1b58e28aeab72947ea0360e62734b2fb,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,3590A,C R S T DEDICATED SERVICES         ,06-02-2021,06-02-2021,40228158,2021020640228158      013590A,USD,140.4,140.4,140.4,140.4,23-04-2021,,28-04-2021,03-05-2021,21-06-2021,60,22-06-2021,22-06-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,28-04-2021,28-04-2021,,,,,,outbound,CLAYTON                  ,OH,546    546,40228158,ATLANTA                  ,GA,,,76df43aee4a7e8e693770a7a0e4fb4f1,28:20.4,28:20.4
,North America,CFPS,,,1,IS,1,IS,,4982,FORE TRANSPORTATION                ,11-02-2021,11-02-2021,648943,20210211648943        014982 ,USD,4.96,4.96,4.96,4.96,15-02-2021,,26-02-2021,03-03-2021,14-04-2021,60,16-04-2021,16-04-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,26-02-2021,26-02-2021,,,,,,outbound,JOLIET                   ,IL,MRS    MRS,673219,WILMINGTON               ,IL,,,c8f2d96d4536c2ab3c2dece0cb9698f5,28:20.4,28:20.4
,North America,CFPS,,,1,1,1,1,,4374,DHL EXPRESS INC                    ,31-01-2022,31-01-2022,8265020234,202201318265020234    014374 ,USD,738.5,738.5,738.5,738.5,10-02-2022,,22-02-2022,25-02-2022,11-04-2022,60,11-04-2022,11-04-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,22-02-2022,22-02-2022,,,,,,outbound,CANBERRA                 ,AC,          ,826502023,PEORIA                   ,IL,,,e93497a18447e24d7ee74606de3445f9,28:20.4,28:20.4
,North America,CFPS,,,1,XA,1,XA,,8496,UNITED PARCEL SERVICE              ,23-07-2021,23-07-2021,3.22E+12,202107233215553510828 018496 ,USD,72.75,72.75,72.75,72.75,29-08-2021,,29-08-2021,03-09-2021,26-10-2021,60,28-10-2021,28-10-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,408,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,692bd9d3c25823704ce9f06b49fc8b27,28:20.4,28:20.4
,North America,CFPS,,,1,XO,XO,XO,,2687A,CON-WAY FREIGHT                    ,28-05-2021,28-05-2021,363007072,20210528363007072     XO2687A,USD,155.14,155.14,155.14,155.14,14-06-2021,,17-06-2021,22-06-2021,11-08-2021,60,13-08-2021,13-08-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-06-2021,17-06-2021,,,,,,Inbound,GOLDSBORO                ,NC,          ,363007072,CRYSTAL LAKE             ,IL,,,a8a38aaa5ebff73ecaef3a4b74bacdb0,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,14-07-2021,14-07-2021,3503988158,202107143503988158    010090 ,USD,445.64,445.64,445.64,445.64,29-07-2021,,12-08-2021,17-08-2021,27-09-2021,60,27-09-2021,27-09-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,12-08-2021,12-08-2021,,,,,,outbound,BILLINGS                 ,MT,          ,350398815,GRIMBERGEN               ,  ,,,5b73374dcb40446fb4ff04596981ecbb,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,8495,UPS SUPPLY CHAIN SOLUTIONS         ,09-09-2020,09-09-2020,1300033445,202009091300033445    408495 ,USD,27.39,27.39,27.39,27.39,23-09-2020,,09-10-2020,14-10-2020,20-11-2020,60,22-11-2020,22-11-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-10-2020,09-10-2020,,,,,,Inbound,SEGUIN                   ,TX,          ,              ,LONATO                   ,  ,,,f34acd097a8e16932b9b2864453b1e99,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,3004,"ATS, INC.                          ",03-02-2020,03-02-2020,6117409,202002036117409       683004 ,USD,10801.35,10801.35,10801.35,10801.35,06-02-2020,,26-02-2020,02-03-2020,06-04-2020,60,06-04-2020,06-04-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,26-02-2020,26-02-2020,,,,,,Inbound,CORINTH                  ,MS,964    964,6117409,AURORA                   ,CO,,,71ae68caad33b7d9b7c34c17abaea3a8,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,14-07-2021,14-07-2021,3503989016,202107143503989016    010090 ,USD,101.34,101.34,101.34,101.34,26-07-2021,,13-08-2021,18-08-2021,22-09-2021,60,24-09-2021,24-09-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-08-2021,13-08-2021,,,,,,outbound,CARRIER MILLS            ,IL,          ,350398901,GRIMBERGEN               ,  ,,,74c30e00b89ae4b29e3d55024f3d496c,28:20.4,28:20.4
,North America,CFPS,,,1,TR,DQ,TR,,3349,XPO LOGISTICS                      ,16-04-2021,16-04-2021,321010512,20210416321010512     DQ3349 ,USD,20,20,20,20,11-05-2021,,27-05-2021,02-06-2021,08-07-2021,60,10-07-2021,10-07-2021,,K ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-05-2021,27-05-2021,,,,,,Inbound,WACO                     ,TX,          ,              ,SEABROOK                 ,TX,,,d54093bfeb59dd106c98d70b09ab6ea7,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,24-03-2020,24-03-2020,923715693T    ,20200324923715693T    010090 ,USD,94.74,94.74,94.74,94.74,02-04-2020,,07-04-2020,13-04-2020,01-06-2020,60,01-06-2020,01-06-2020,,V ,Cleared,,,CASS    ,01-01-1900,01-01-1900,07-04-2020,07-04-2020,,,,,,outbound,ROUND MOUNTAIN           ,NV,          ,923715693,GRIMBERGEN               ,  ,,,29efe8ba87c7241532af44e1ee649986,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,2687A,CON-WAY FREIGHT                    ,20-04-2020,20-04-2020,141082572,20200420141082572     SE2687A,USD,337.25,337.25,337.25,337.25,07-05-2020,,12-05-2020,15-05-2020,22-06-2020,60,06-07-2020,06-07-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,12-05-2020,12-05-2020,,,,,,Inbound,VICTORIA                 ,TX,          ,141082572,MORTON                   ,IL,,,1294a4a79341a37ef9dd70258447853b,28:20.4,28:20.4
,North America,CFPS,,,1,40,FM,40,,7765,SEAYS DELIVERY SERVICE AIR FREIGHT ,19-03-2021,19-03-2021,139902,20210319139902        FM7765 ,USD,0.58,0.58,0.58,0.58,28-03-2021,,31-03-2021,06-04-2021,25-05-2021,60,27-05-2021,27-05-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,31-03-2021,31-03-2021,,,,,,Inbound,MOSSVILLE                ,IL,4      4  ,139902,PEORIA HEIGHTS           ,IL,,,89b421b4a7974a46c001f68bb4bd56a1,28:20.4,28:20.4
,North America,CFPS,,,1,84,1,84,,4055,DAILY EXPRESS INC                  ,19-11-2021,19-11-2021,6816037,202111196816037       014055 ,USD,1579.32,1579.32,1579.32,1579.32,22-11-2021,,29-11-2021,02-12-2021,19-01-2022,60,21-01-2022,21-01-2022,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,29-11-2021,29-11-2021,,,,,,outbound,LONDONDERRY              ,NH,13994171,13994171,BALTIMORE                ,MD,,,3eaa60f23adbdd89c55f5c43f2f6aaef,28:20.4,28:20.4
,North America,CFPS,,,1,56,1,56,,7378,PINTO TRANSFER & PACKING CORP      ,17-11-2021,17-11-2021,CON1221029    ,20211117CON1221029    017378 ,USD,152,152,152,152,05-01-2022,,19-01-2022,24-01-2022,26-01-2022,60,06-03-2022,06-03-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,19-01-2022,19-01-2022,,,,,,outbound,PORT EVERGLADES          ,FL,          ,254427,PORT EVERGLADES          ,FL,,,a2f0e65ee2de5f42aaabf44b89d02edf,28:20.4,28:20.4
,North America,CFPS,,,1,LE,LE,LE,,2687A,CON-WAY FREIGHT                    ,04-05-2020,04-05-2020,176630731,20200504176630731     LE2687A,USD,71.54,71.54,71.54,71.54,18-05-2020,,21-05-2020,27-05-2020,22-06-2020,60,17-07-2020,17-07-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-05-2020,21-05-2020,,,,,,Inbound,GRIFFIN                  ,GA,999    999,176630731,BOONVILLE                ,MO,,,930bfb7280abf9cba62ce73efdf52d68,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,5060,G & D TRANSPORTATION               ,09-10-2020,09-10-2020,73528245,2020100973528245      015060 ,USD,233.85,233.85,233.85,233.85,15-10-2020,,30-10-2020,04-11-2020,14-12-2020,60,14-12-2020,14-12-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-10-2020,30-10-2020,,,,,,outbound,EAST PEORIA              ,IL,538    538,568272,BARTONVILLE              ,IL,,,c104dcf496b5d3088c22d09f4c090164,28:20.4,28:20.4
,North America,CFPS,,,1,XB,1,XB,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,20-08-2021,20-08-2021,5011628336,202108205011628336    010090 ,USD,24.18,24.18,24.18,24.18,27-08-2021,,10-09-2021,15-09-2021,25-10-2021,60,26-10-2021,26-10-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-09-2021,10-09-2021,,,,,,outbound,HOUSTON                  ,TX,          ,501162833,SHANGHAI                 ,  ,,,4966feb9c9f2855ccaac837c5b2b1ae0,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,2687A,CON-WAY FREIGHT                    ,21-05-2021,21-05-2021,703892630,20210521703892630     682687A,USD,2724.75,2724.75,2724.75,2724.75,04-06-2021,,23-06-2021,28-06-2021,02-08-2021,60,03-08-2021,03-08-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-06-2021,23-06-2021,,,,,,Inbound,CORINTH                  ,MS,          ,703892630,DECATUR                  ,AL,,,224b475faa3a3dd824df29e4af91c4b2,28:20.4,28:20.4
,North America,CFPS,,,1,89,1,89,,6400,LONE STAR TRANSPORTATION INC       ,24-09-2021,24-09-2021,1944200,202109241944200       016400 ,USD,235.56,235.56,235.56,235.56,13-10-2021,,18-10-2021,21-10-2021,10-12-2021,60,12-12-2021,12-12-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-10-2021,18-10-2021,,,,,,outbound,GALVESTON                ,TX,12683855,12683855,REYNOSA                  ,TM,,,8f2b09e61b8cd16e91642df11710f722,28:20.4,28:20.4
